,char_0,char_1,char_2,char_3,char_4,char_5,char_6,char_7,char_8,char_9,name
5251,12,4,17,17,8,11,24,26,26,26,merrily
5252,12,4,11,14,3,24,26,26,26,26,melody
5253,10,0,0,17,4,13,26,26,26,26,kaaren
5254,2,0,18,18,0,13,3,17,0,26,cassandra
5255,0,11,14,12,0,26,26,26,26,26,aloma
5256,2,0,19,7,8,4,26,26,26,26,cathie
5257,18,0,13,3,8,26,26,26,26,26,sandi
5258,17,14,13,13,0,26,26,26,26,26,ronna
5259,10,0,17,17,4,13,26,26,26,26,karren
5260,9,4,17,17,8,11,24,13,26,26,jerrilyn
5261,18,7,4,17,14,13,26,26,26,26,sheron
5262,15,0,20,11,4,19,19,0,26,26,pauletta
5263,12,4,17,17,8,11,4,4,26,26,merrilee
5264,19,4,17,17,8,4,26,26,26,26,terrie
5265,19,14,13,24,0,26,26,26,26,26,tonya
5266,18,20,13,13,24,26,26,26,26,26,sunny
5267,10,0,17,24,13,26,26,26,26,26,karyn
5268,6,8,13,13,24,26,26,26,26,26,ginny
5269,2,7,0,17,11,0,26,26,26,26,charla
5270,19,0,13,0,26,26,26,26,26,26,tana
5271,2,7,0,17,14,11,4,19,19,4,charolette
5272,12,0,17,2,24,26,26,26,26,26,marcy
5273,2,7,4,17,24,11,4,26,26,26,cheryle
5274,10,0,19,7,8,26,26,26,26,26,kathi
5275,10,0,17,24,11,26,26,26,26,26,karyl
5276,2,0,13,3,24,26,26,26,26,26,candy
5277,18,7,4,17,17,24,11,26,26,26,sherryl
5278,11,20,0,13,0,26,26,26,26,26,luana
5279,17,14,25,0,13,13,4,26,26,26,rozanne
5280,2,0,17,11,24,13,26,26,26,26,carlyn
5281,9,0,2,16,20,4,11,24,13,13,jacquelynn
5282,2,0,17,14,13,26,26,26,26,26,caron
5283,18,20,25,4,19,19,4,26,26,26,suzette
5284,3,14,17,8,13,3,0,26,26,26,dorinda
5285,19,4,17,8,26,26,26,26,26,26,teri
5286,0,11,0,13,0,26,26,26,26,26,alana
5287,3,0,13,13,0,26,26,26,26,26,danna
5288,12,0,17,8,1,4,19,7,26,26,maribeth
5289,15,0,12,0,11,0,26,26,26,26,pamala
5290,17,14,18,0,11,8,13,3,0,26,rosalinda
5291,4,11,24,18,4,26,26,26,26,26,elyse
5292,15,0,12,4,11,11,0,26,26,26,pamella
5293,1,14,1,1,8,26,26,26,26,26,bobbi
5294,2,14,17,11,8,18,18,26,26,26,corliss
5295,2,7,4,17,24,11,11,26,26,26,cheryll
5296,6,17,0,2,8,4,11,0,26,26,graciela
5297,18,7,4,17,8,11,24,13,26,26,sherilyn
5298,3,4,8,17,3,17,4,26,26,26,deirdre
5299,6,4,17,17,8,26,26,26,26,26,gerri
5300,6,11,8,13,3,0,26,26,26,26,glinda
5301,12,8,2,10,8,4,26,26,26,26,mickie
5302,12,0,17,24,1,4,19,7,26,26,marybeth
5303,2,7,4,17,17,8,4,26,26,26,cherrie
5304,11,0,20,17,4,4,13,26,26,26,laureen
5305,15,0,19,17,8,2,4,26,26,26,patrice
5306,0,11,4,19,0,26,26,26,26,26,aleta
5307,2,0,13,3,8,2,4,26,26,26,candice
5308,10,17,8,18,19,8,13,0,26,26,kristina
5309,21,8,2,10,4,24,26,26,26,26,vickey
5310,13,8,2,10,8,26,26,26,26,26,nicki
5311,3,4,4,13,0,26,26,26,26,26,deena
5312,9,0,13,4,4,13,26,26,26,26,janeen
5313,12,4,17,24,11,26,26,26,26,26,meryl
5314,1,4,19,19,8,13,0,26,26,26,bettina
5315,17,14,1,24,13,26,26,26,26,26,robyn
5316,18,7,0,17,24,11,26,26,26,26,sharyl
5317,4,17,8,2,0,26,26,26,26,26,erica
5318,11,0,13,8,26,26,26,26,26,26,lani
5319,11,4,18,11,4,4,26,26,26,26,leslee
5320,3,4,8,3,17,4,26,26,26,26,deidre
5321,10,0,19,17,8,13,0,26,26,26,katrina
5322,10,17,8,18,19,8,26,26,26,26,kristi
5323,2,7,4,17,17,24,11,26,26,26,cherryl
5324,3,0,24,11,4,26,26,26,26,26,dayle
5325,17,0,13,3,8,26,26,26,26,26,randi
5326,11,14,17,8,26,26,26,26,26,26,lori
5327,9,0,2,0,11,24,13,26,26,26,jacalyn
5328,18,19,0,17,17,26,26,26,26,26,starr
5329,10,4,13,3,17,0,26,26,26,26,kendra
5330,18,20,25,0,13,13,0,26,26,26,suzanna
5331,3,4,1,1,24,26,26,26,26,26,debby
5332,21,0,11,0,17,8,4,26,26,26,valarie
5333,12,4,11,14,3,8,4,26,26,26,melodie
5334,0,13,13,4,12,0,17,8,4,26,annemarie
5335,12,8,2,7,0,4,11,4,26,26,michaele
5336,9,0,13,13,0,26,26,26,26,26,janna
5337,19,17,20,3,8,26,26,26,26,26,trudi
5338,18,0,13,3,8,4,26,26,26,26,sandie
5339,3,0,17,8,0,26,26,26,26,26,daria
5340,21,8,10,10,8,26,26,26,26,26,vikki
5341,17,0,2,7,4,11,11,4,26,26,rachelle
5342,19,14,13,8,0,26,26,26,26,26,tonia
5343,12,0,17,2,8,4,26,26,26,26,marcie
5344,2,0,13,3,8,18,26,26,26,26,candis
5345,18,7,8,4,11,0,26,26,26,26,shiela
5346,17,4,6,4,13,8,0,26,26,26,regenia
5347,3,4,1,14,17,0,26,26,26,26,debora
5348,12,0,20,17,0,26,26,26,26,26,maura
5349,2,0,17,24,13,26,26,26,26,26,caryn
5350,10,17,8,18,19,8,4,26,26,26,kristie
5351,11,8,25,0,1,4,19,7,26,26,lizabeth
5352,17,4,6,4,13,0,26,26,26,26,regena
5353,3,4,13,8,2,4,26,26,26,26,denice
5354,3,17,4,12,0,26,26,26,26,26,drema
5355,18,7,8,17,11,4,4,13,26,26,shirleen
5356,2,0,19,7,4,24,26,26,26,26,cathey
5357,2,17,8,18,19,8,13,0,26,26,cristina
5358,11,24,13,3,8,0,26,26,26,26,lyndia
5359,1,11,0,13,2,0,26,26,26,26,blanca
5360,5,14,13,3,0,26,26,26,26,26,fonda
5361,17,4,13,0,4,26,26,26,26,26,renae
5362,10,0,19,7,11,4,13,4,26,26,kathlene
5363,11,14,17,4,4,13,26,26,26,26,loreen
5364,18,7,0,20,13,0,26,26,26,26,shauna
5365,18,7,0,17,12,0,13,26,26,26,sharman
5366,21,0,11,14,17,8,4,26,26,26,valorie
5367,18,0,13,9,20,0,13,8,19,0,sanjuanita
5368,1,4,19,7,0,13,24,26,26,26,bethany
5369,2,7,17,8,18,19,0,26,26,26,christa
5370,18,0,13,9,20,0,13,0,26,26,sanjuana
5371,2,0,13,3,24,2,4,26,26,26,candyce
5372,11,14,17,17,8,4,26,26,26,26,lorrie
5373,19,0,17,0,26,26,26,26,26,26,tara
5374,15,0,12,4,11,8,0,26,26,26,pamelia
5375,10,17,8,18,19,24,26,26,26,26,kristy
5376,2,14,11,11,4,19,19,4,26,26,collette
5377,17,14,23,0,13,13,26,26,26,26,roxann
5378,3,4,1,17,0,7,26,26,26,26,debrah
5379,12,8,13,3,24,26,26,26,26,26,mindy
5380,10,17,8,18,19,0,26,26,26,26,krista
5381,11,4,19,8,2,8,0,26,26,26,leticia
5382,19,4,17,4,18,4,26,26,26,26,terese
5383,12,0,17,0,26,26,26,26,26,26,mara
5384,13,8,2,14,11,4,19,19,4,26,nicolette
5385,21,0,13,4,18,18,0,26,26,26,vanessa
5386,12,4,17,17,8,4,26,26,26,26,merrie
5387,3,4,1,1,17,0,26,26,26,26,debbra
5388,9,4,13,8,5,4,17,26,26,26,jenifer
5389,11,14,20,17,3,4,18,26,26,26,lourdes
5390,6,4,17,0,11,24,13,26,26,26,geralyn
5391,9,0,2,11,24,13,26,26,26,26,jaclyn
5392,18,7,0,17,11,4,4,13,26,26,sharleen
5393,11,14,17,8,4,26,26,26,26,26,lorie
5394,0,11,11,24,18,14,13,26,26,26,allyson
5395,0,13,6,4,11,8,0,26,26,26,angelia
5396,9,0,13,13,26,26,26,26,26,26,jann
5397,9,14,11,4,4,13,26,26,26,26,joleen
5398,2,7,17,8,18,19,8,26,26,26,christi
5399,4,18,12,4,17,0,11,3,0,26,esmeralda
5400,19,4,4,13,0,26,26,26,26,26,teena
5401,6,22,4,13,3,0,26,26,26,26,gwenda
5402,17,7,14,13,0,26,26,26,26,26,rhona
5403,1,17,8,13,3,0,26,26,26,26,brinda
5404,15,0,13,3,14,17,0,26,26,26,pandora
5405,9,14,3,8,26,26,26,26,26,26,jodi
5406,10,8,12,1,4,17,11,4,24,26,kimberley
5407,12,4,6,0,13,26,26,26,26,26,megan
5408,11,0,20,17,8,26,26,26,26,26,lauri
5409,15,0,8,6,4,26,26,26,26,26,paige
5410,3,4,1,14,17,17,0,7,26,26,deborrah
5411,9,14,4,19,19,4,26,26,26,26,joette
5412,11,8,18,4,26,26,26,26,26,26,lise
5413,9,0,2,16,20,11,24,13,26,26,jacqulyn
5414,12,8,11,0,6,17,14,18,26,26,milagros
5415,12,0,17,11,4,13,0,26,26,26,marlena
5416,17,14,23,0,13,4,26,26,26,26,roxane
5417,4,11,11,24,13,26,26,26,26,26,ellyn
5418,3,4,1,4,17,0,26,26,26,26,debera
5419,9,14,13,8,26,26,26,26,26,26,joni
5420,2,8,13,3,8,26,26,26,26,26,cindi
5421,19,17,8,2,8,0,26,26,26,26,tricia
5422,1,17,14,14,10,4,26,26,26,26,brooke
5423,3,14,17,4,19,19,0,26,26,26,doretta
5424,11,14,17,17,8,26,26,26,26,26,lorri
5425,3,0,13,4,19,19,4,26,26,26,danette
5426,12,0,17,2,8,26,26,26,26,26,marci
5427,0,11,8,18,0,26,26,26,26,26,alisa
5428,10,0,17,8,26,26,26,26,26,26,kari
5429,11,4,18,0,26,26,26,26,26,26,lesa
5430,5,17,0,13,2,4,18,2,0,26,francesca
5431,11,0,13,4,19,19,4,26,26,26,lanette
5432,18,7,0,17,11,0,26,26,26,26,sharla
5433,10,8,12,1,4,17,11,4,4,26,kimberlee
5434,25,0,13,3,17,0,26,26,26,26,zandra
5435,18,7,4,17,4,4,26,26,26,26,sheree
5436,18,0,1,17,8,13,0,26,26,26,sabrina
5437,21,0,11,8,13,3,0,26,26,26,valinda
5438,18,7,4,17,8,4,26,26,26,26,sherie
5439,9,14,0,13,8,4,26,26,26,26,joanie
5440,18,19,0,17,11,0,26,26,26,26,starla
5441,12,4,17,17,8,26,26,26,26,26,merri
5442,10,4,17,17,8,26,26,26,26,26,kerri
5443,11,4,4,0,13,13,26,26,26,26,leeann
5444,21,4,17,13,8,19,0,26,26,26,vernita
5445,2,7,4,17,17,8,26,26,26,26,cherri
5446,1,0,12,1,8,26,26,26,26,26,bambi
5447,17,4,13,8,19,0,26,26,26,26,renita
5448,9,0,13,4,11,26,26,26,26,26,janel
5449,3,4,18,8,17,4,4,26,26,26,desiree
5450,3,4,13,4,18,4,26,26,26,26,denese
5451,17,14,13,8,26,26,26,26,26,26,roni
5452,18,7,4,8,11,0,7,26,26,26,sheilah
5453,0,19,7,4,13,0,26,26,26,26,athena
5454,9,4,17,24,11,26,26,26,26,26,jeryl
5455,3,0,13,8,19,0,26,26,26,26,danita
5456,6,8,18,4,11,4,26,26,26,26,gisele
5457,18,7,4,17,17,4,4,26,26,26,sherree
5458,3,4,1,8,26,26,26,26,26,26,debi
5459,10,0,13,3,24,26,26,26,26,26,kandy
5460,5,4,11,4,2,8,0,26,26,26,felecia
5461,12,8,6,3,0,11,8,0,26,26,migdalia
5462,3,0,24,13,0,26,26,26,26,26,dayna
5463,3,4,1,1,8,26,26,26,26,26,debbi
5464,3,4,1,17,14,0,7,26,26,26,debroah
5465,9,0,24,4,26,26,26,26,26,26,jaye
5466,12,14,13,8,16,20,4,26,26,26,monique
5467,19,0,12,8,26,26,26,26,26,26,tami
5468,19,0,17,24,13,26,26,26,26,26,taryn
5469,11,14,17,8,13,3,0,26,26,26,lorinda
5470,12,14,8,17,0,26,26,26,26,26,moira
5471,12,4,11,14,3,4,4,26,26,26,melodee
5472,18,7,4,17,24,11,11,26,26,26,sheryll
5473,19,17,4,13,0,26,26,26,26,26,trena
5474,13,14,4,12,8,26,26,26,26,26,noemi
5475,11,4,4,18,0,26,26,26,26,26,leesa
5476,12,0,17,8,18,0,26,26,26,26,marisa
5477,3,0,22,13,0,26,26,26,26,26,dawna
5478,19,17,0,2,8,4,26,26,26,26,tracie
5479,3,0,13,8,26,26,26,26,26,26,dani
5480,18,7,4,4,13,0,26,26,26,26,sheena
5481,3,0,17,0,26,26,26,26,26,26,dara
5482,10,4,11,11,8,26,26,26,26,26,kelli
5483,18,7,0,22,13,0,26,26,26,26,shawna
5484,1,0,17,1,26,26,26,26,26,26,barb
5485,10,0,19,7,4,24,26,26,26,26,kathey
5486,10,4,11,11,8,4,26,26,26,26,kellie
5487,22,4,13,3,8,26,26,26,26,26,wendi
5488,6,0,24,11,4,13,4,26,26,26,gaylene
5489,11,8,25,26,26,26,26,26,26,26,liz
5490,9,4,0,13,13,0,26,26,26,26,jeanna
5491,10,0,17,0,26,26,26,26,26,26,kara
5492,11,4,8,18,0,26,26,26,26,26,leisa
5493,2,7,0,13,3,17,0,26,26,26,chandra
5494,3,14,17,8,26,26,26,26,26,26,dori
5495,9,0,12,8,26,26,26,26,26,26,jami
5496,12,4,6,26,26,26,26,26,26,26,meg
5497,12,0,17,8,19,25,0,26,26,26,maritza
5498,18,19,0,2,8,4,26,26,26,26,stacie
5499,6,11,24,13,8,18,26,26,26,26,glynis
5500,9,20,11,8,26,26,26,26,26,26,juli
5501,1,0,1,4,19,19,4,26,26,26,babette
5502,19,0,12,12,8,4,26,26,26,26,tammie
5503,19,0,12,4,17,0,26,26,26,26,tamera
5504,19,0,12,17,0,26,26,26,26,26,tamra
5505,19,17,0,2,8,26,26,26,26,26,traci
5506,19,0,12,12,8,26,26,26,26,26,tammi
5507,3,4,1,26,26,26,26,26,26,26,deb
5508,19,0,12,4,11,0,26,26,26,26,tamela
5509,2,24,13,3,8,26,26,26,26,26,cyndi
5510,6,0,1,17,8,4,11,11,4,26,gabrielle
5511,2,0,19,7,8,26,26,26,26,26,cathi
5512,4,17,8,10,0,26,26,26,26,26,erika
5513,2,0,13,3,8,26,26,26,26,26,candi
5514,9,0,2,10,8,26,26,26,26,26,jacki
5515,13,8,11,3,0,26,26,26,26,26,nilda
5516,10,4,17,8,26,26,26,26,26,26,keri
5517,18,0,17,8,19,0,26,26,26,26,sarita
5518,19,8,0,26,26,26,26,26,26,26,tia
5519,1,17,8,3,6,4,19,19,4,26,bridgette
5520,19,0,12,8,4,26,26,26,26,26,tamie
5521,1,17,8,6,8,19,19,4,26,26,brigitte
5522,18,20,25,24,26,26,26,26,26,26,suzy
5523,10,8,17,18,19,4,13,26,26,26,kirsten
5524,19,0,12,1,17,0,26,26,26,26,tambra
5525,12,8,18,18,24,26,26,26,26,26,missy
5526,6,8,6,8,26,26,26,26,26,26,gigi
5527,15,4,17,17,8,26,26,26,26,26,perri
5528,10,0,17,17,8,4,26,26,26,26,karrie
5529,11,8,18,18,0,26,26,26,26,26,lissa
5530,11,0,13,8,19,0,26,26,26,26,lanita
5531,18,20,25,8,4,26,26,26,26,26,suzie
5532,1,4,21,26,26,26,26,26,26,26,bev
5533,0,11,24,18,14,13,26,26,26,26,alyson
5534,19,17,4,18,0,26,26,26,26,26,tresa
5535,10,0,13,3,8,26,26,26,26,26,kandi
5536,1,17,8,3,6,4,19,19,26,26,bridgett
5537,2,0,17,8,26,26,26,26,26,26,cari
5538,19,14,17,8,26,26,26,26,26,26,tori
5539,0,11,4,18,8,0,26,26,26,26,alesia
5540,8,21,4,19,19,4,26,26,26,26,ivette
5541,10,4,17,17,8,4,26,26,26,26,kerrie
5542,17,4,13,4,0,26,26,26,26,26,renea
5543,0,13,6,4,11,8,2,0,26,26,angelica
5544,11,8,0,13,4,26,26,26,26,26,liane
5545,18,7,4,11,11,8,26,26,26,26,shelli
5546,11,4,18,8,0,26,26,26,26,26,lesia
5547,15,4,13,13,8,26,26,26,26,26,penni
5548,19,14,13,9,0,26,26,26,26,26,tonja
5549,10,4,4,11,24,26,26,26,26,26,keely
5550,12,4,11,8,18,0,26,26,26,26,melisa
5551,19,0,17,8,26,26,26,26,26,26,tari
5552,3,4,4,3,4,4,26,26,26,26,deedee
5553,10,0,24,11,0,26,26,26,26,26,kayla
5554,11,8,18,7,0,26,26,26,26,26,lisha
5555,12,8,18,19,24,26,26,26,26,26,misty
5556,3,4,8,3,17,0,26,26,26,26,deidra
5557,11,4,8,18,7,0,26,26,26,26,leisha
5558,4,11,0,13,0,26,26,26,26,26,elana
5559,0,3,17,8,0,13,0,26,26,26,adriana
5560,11,14,17,8,0,13,13,26,26,26,loriann
5561,19,0,13,8,0,26,26,26,26,26,tania
5562,3,4,3,17,0,26,26,26,26,26,dedra
5563,4,21,4,19,19,4,26,26,26,26,evette
5564,11,0,19,0,13,24,0,26,26,26,latanya
5565,5,0,22,13,26,26,26,26,26,26,fawn
5566,17,8,18,0,26,26,26,26,26,26,risa
5567,10,17,24,18,19,0,11,26,26,26,krystal
5568,3,4,4,0,13,13,26,26,26,26,deeann
5569,9,14,7,13,13,0,26,26,26,26,johnna
5570,21,4,11,21,4,19,26,26,26,26,velvet
5571,2,14,17,8,13,0,26,26,26,26,corina
5572,9,4,0,13,0,26,26,26,26,26,jeana
5573,0,13,6,4,11,8,16,20,4,26,angelique
5574,12,0,17,13,8,19,0,26,26,26,marnita
5575,9,14,13,13,0,26,26,26,26,26,jonna
5576,12,0,2,7,4,11,11,4,26,26,machelle
5577,12,0,17,8,1,4,11,26,26,26,maribel
5578,1,0,17,1,8,4,26,26,26,26,barbie
5579,11,14,17,8,0,26,26,26,26,26,loria
5580,6,22,24,13,26,26,26,26,26,26,gwyn
5581,18,7,0,13,13,0,26,26,26,26,shanna
5582,12,14,13,8,10,0,26,26,26,26,monika
5583,19,17,8,18,7,0,26,26,26,26,trisha
5584,0,11,4,2,8,0,26,26,26,26,alecia
5585,9,0,13,4,13,4,26,26,26,26,janene
5586,11,0,19,14,13,24,0,26,26,26,latonya
5587,18,19,0,2,8,26,26,26,26,26,staci
5588,18,19,4,5,0,13,8,4,26,26,stefanie
5589,12,4,11,14,13,8,4,26,26,26,melonie
5590,12,0,17,8,18,14,11,26,26,26,marisol
5591,0,17,4,19,7,0,26,26,26,26,aretha
5592,12,0,17,19,8,26,26,26,26,26,marti
5593,3,0,17,2,8,26,26,26,26,26,darci
5594,0,3,17,8,4,13,4,26,26,26,adriene
5595,3,0,22,13,4,26,26,26,26,26,dawne
5596,2,7,0,17,8,18,18,4,26,26,charisse
5597,18,7,8,17,11,26,26,26,26,26,shirl
5598,11,4,18,11,8,26,26,26,26,26,lesli
5599,9,4,13,0,26,26,26,26,26,26,jena
5600,1,17,8,6,4,19,19,4,26,26,brigette
5601,19,0,12,0,11,0,26,26,26,26,tamala
5602,18,7,0,13,0,26,26,26,26,26,shana
5603,3,4,11,8,18,0,26,26,26,26,delisa
5604,12,0,17,8,2,4,11,0,26,26,maricela
5605,0,11,24,18,18,0,26,26,26,26,alyssa
5606,12,8,2,7,4,11,11,26,26,26,michell
5607,19,14,13,3,0,26,26,26,26,26,tonda
5608,17,8,2,7,4,11,11,4,26,26,richelle
5609,9,4,0,13,12,0,17,8,4,26,jeanmarie
5610,12,0,17,8,18,18,0,26,26,26,marissa
5611,12,4,11,14,13,24,26,26,26,26,melony
5612,3,4,13,4,4,13,26,26,26,26,deneen
5613,12,8,0,26,26,26,26,26,26,26,mia
5614,10,4,2,8,0,26,26,26,26,26,kecia
5615,3,9,20,13,0,26,26,26,26,26,djuna
5616,3,9,20,0,13,0,26,26,26,26,djuana
5617,13,14,4,11,11,4,26,26,26,26,noelle
5618,17,4,13,0,19,0,26,26,26,26,renata
5619,19,4,18,18,0,26,26,26,26,26,tessa
5620,0,13,9,0,13,4,19,19,4,26,anjanette
5621,3,4,13,8,13,4,26,26,26,26,denine
5622,3,0,13,4,4,13,26,26,26,26,daneen
5623,7,14,11,11,8,26,26,26,26,26,holli
5624,10,8,12,1,4,17,11,8,26,26,kimberli
5625,11,8,13,4,19,19,4,26,26,26,linette
5626,2,7,17,8,18,19,0,11,26,26,christal
5627,0,11,8,18,7,0,26,26,26,26,alisha
5628,4,11,0,8,13,0,26,26,26,26,elaina
5629,10,0,17,17,8,26,26,26,26,26,karri
5630,3,4,11,8,13,3,0,26,26,26,delinda
5631,19,24,17,0,26,26,26,26,26,26,tyra
5632,19,0,22,0,13,0,26,26,26,26,tawana
5633,12,0,17,13,8,4,26,26,26,26,marnie
5634,3,8,14,13,13,4,26,26,26,26,dionne
5635,10,8,12,1,4,17,11,8,4,26,kimberlie
5636,6,0,1,17,8,4,11,0,26,26,gabriela
5637,2,0,18,0,13,3,17,0,26,26,casandra
5638,12,0,17,13,8,26,26,26,26,26,marni
5639,19,0,13,6,4,11,0,26,26,26,tangela
5640,10,8,12,1,4,17,4,11,24,26,kimberely
5641,18,7,0,13,3,0,26,26,26,26,shanda
5642,3,4,12,4,19,17,8,0,26,26,demetria
5643,11,0,21,14,13,3,0,26,26,26,lavonda
5644,13,0,19,0,18,7,0,26,26,26,natasha
5645,12,4,2,7,4,11,11,4,26,26,mechelle
5646,18,7,14,13,3,0,26,26,26,26,shonda
5647,24,14,11,14,13,3,0,26,26,26,yolonda
5648,1,17,8,6,8,3,26,26,26,26,brigid
5649,9,20,11,8,0,13,13,0,26,26,julianna
5650,2,0,17,8,13,26,26,26,26,26,carin
5651,10,4,11,8,26,26,26,26,26,26,keli
5652,6,8,0,26,26,26,26,26,26,26,gia
5653,11,0,19,17,8,2,8,0,26,26,latricia
5654,11,8,25,4,19,19,4,26,26,26,lizette
5655,2,17,8,18,19,8,13,4,26,26,cristine
5656,1,4,19,7,0,13,13,26,26,26,bethann
5657,19,0,1,0,19,7,0,26,26,26,tabatha
5658,9,14,4,11,11,4,26,26,26,26,joelle
5659,11,0,17,0,26,26,26,26,26,26,lara
5660,18,14,13,9,8,26,26,26,26,26,sonji
5661,19,0,12,0,19,7,0,26,26,26,tamatha
5662,19,0,18,7,0,26,26,26,26,26,tasha
5663,19,0,19,8,0,26,26,26,26,26,tatia
5664,6,8,3,6,4,19,26,26,26,26,gidget
5665,11,0,19,14,13,8,0,26,26,26,latonia
5666,1,17,0,13,3,8,26,26,26,26,brandi
5667,13,8,2,7,14,11,4,26,26,26,nichole
5668,0,11,8,18,18,0,26,26,26,26,alissa
5669,3,4,12,4,19,17,0,26,26,26,demetra
5670,9,14,4,11,11,26,26,26,26,26,joell
5671,8,13,6,4,17,26,26,26,26,26,inger
5672,2,0,15,17,8,2,4,26,26,26,caprice
5673,3,4,13,8,19,0,26,26,26,26,denita
5674,12,4,11,11,8,18,18,0,26,26,mellissa
5675,11,8,0,26,26,26,26,26,26,26,lia
5676,2,0,19,17,8,13,0,26,26,26,catrina
5677,12,8,11,8,18,18,0,26,26,26,milissa
5678,18,20,13,3,0,24,26,26,26,26,sunday
5679,12,4,6,7,0,13,26,26,26,26,meghan
5680,0,13,3,17,8,0,26,26,26,26,andria
5681,13,8,2,7,4,11,11,4,26,26,nichelle
5682,2,0,12,8,26,26,26,26,26,26,cami
5683,0,13,8,18,18,0,26,26,26,26,anissa
5684,9,14,18,4,19,19,4,26,26,26,josette
5685,11,8,18,18,4,19,19,4,26,26,lissette
5686,0,3,17,8,0,13,4,26,26,26,adriane
5687,22,8,13,3,24,26,26,26,26,26,windy
5688,10,0,12,8,26,26,26,26,26,26,kami
5689,1,20,5,5,24,26,26,26,26,26,buffy
5690,10,0,17,8,4,26,26,26,26,26,karie
5691,10,4,8,18,7,0,26,26,26,26,keisha
5692,22,4,13,3,4,26,26,26,26,26,wende
5693,19,0,22,13,24,0,26,26,26,26,tawnya
5694,3,0,13,4,11,11,4,26,26,26,danelle
5695,12,8,18,19,8,26,26,26,26,26,misti
5696,19,8,18,7,0,26,26,26,26,26,tisha
5697,11,0,17,8,18,18,0,26,26,26,larissa
5698,3,0,17,2,8,4,26,26,26,26,darcie
5699,12,0,24,17,0,26,26,26,26,26,mayra
5700,18,4,1,17,8,13,0,26,26,26,sebrina
5701,4,17,8,2,10,0,26,26,26,26,ericka
5702,19,14,22,0,13,3,0,26,26,26,towanda
5703,12,8,2,7,0,4,11,0,26,26,michaela
5704,2,17,8,18,19,24,26,26,26,26,cristy
5705,2,7,4,17,8,18,4,26,26,26,cherise
5706,19,0,13,9,0,26,26,26,26,26,tanja
5707,2,0,17,8,4,26,26,26,26,26,carie
5708,2,0,17,17,8,26,26,26,26,26,carri
5709,19,8,5,5,0,13,8,26,26,26,tiffani
5710,2,14,17,4,19,19,0,26,26,26,coretta
5711,19,0,12,8,10,14,26,26,26,26,tamiko
5712,19,0,12,8,10,0,26,26,26,26,tamika
5713,2,7,0,13,19,4,11,26,26,26,chantel
5714,18,7,0,13,13,0,13,26,26,26,shannan
5715,10,17,8,18,19,0,11,26,26,26,kristal
5716,3,0,21,8,13,0,26,26,26,26,davina
5717,10,8,17,18,19,8,13,26,26,26,kirstin
5718,11,0,19,17,8,2,4,26,26,26,latrice
5719,9,14,11,8,4,26,26,26,26,26,jolie
5720,2,17,8,18,19,8,26,26,26,26,cristi
5721,2,14,17,8,26,26,26,26,26,26,cori
5722,0,17,0,2,4,11,8,26,26,26,araceli
5723,18,19,4,15,7,4,13,8,4,26,stephenie
5724,12,4,11,8,18,18,8,0,26,26,melissia
5725,2,7,0,13,19,0,11,26,26,26,chantal
5726,2,14,17,17,8,13,0,26,26,26,corrina
5727,6,8,11,11,8,0,13,26,26,26,gillian
5728,17,14,11,0,13,3,0,26,26,26,rolanda
5729,13,8,2,14,11,0,26,26,26,26,nicola
5730,10,4,11,11,4,4,26,26,26,26,kellee
5731,18,7,0,13,8,26,26,26,26,26,shani
5732,2,7,0,13,3,0,26,26,26,26,chanda
5733,2,8,13,13,0,12,14,13,26,26,cinnamon
5734,2,7,4,11,18,4,0,26,26,26,chelsea
5735,0,12,8,26,26,26,26,26,26,26,ami
5736,17,0,2,16,20,4,11,26,26,26,racquel
5737,13,8,2,14,11,11,4,26,26,26,nicolle
5738,0,20,19,20,12,13,26,26,26,26,autumn
5739,10,8,18,7,0,26,26,26,26,26,kisha
5740,11,0,19,0,18,7,0,26,26,26,latasha
5741,18,7,14,13,13,0,26,26,26,26,shonna
5742,2,7,17,8,18,19,8,13,26,26,christin
5743,11,0,19,8,18,7,0,26,26,26,latisha
5744,3,8,14,13,4,26,26,26,26,26,dione
5745,9,0,3,0,26,26,26,26,26,26,jada
5746,10,24,17,0,26,26,26,26,26,26,kyra
5747,12,8,13,3,8,26,26,26,26,26,mindi
5748,18,7,14,13,0,26,26,26,26,26,shona
5749,12,4,11,11,8,18,0,26,26,26,mellisa
5750,2,7,17,8,18,19,4,13,26,26,christen
5751,0,11,4,23,0,13,3,17,8,0,alexandria
5752,18,7,0,17,14,13,3,0,26,26,sharonda
5753,9,20,11,8,18,18,0,26,26,26,julissa
5754,10,0,17,8,13,0,26,26,26,26,karina
5755,10,8,17,0,26,26,26,26,26,26,kira
5756,19,0,22,0,13,3,0,26,26,26,tawanda
5757,12,0,17,8,18,4,11,0,26,26,marisela
5758,19,4,17,17,0,26,26,26,26,26,terra
5759,11,0,18,7,14,13,3,0,26,26,lashonda
5760,19,4,17,0,26,26,26,26,26,26,tera
5761,19,14,24,0,26,26,26,26,26,26,toya
5762,2,0,17,8,18,18,0,26,26,26,carissa
5763,18,19,4,5,0,13,8,26,26,26,stefani
5764,10,4,18,7,0,26,26,26,26,26,kesha
5765,19,8,18,0,26,26,26,26,26,26,tisa
5766,12,0,24,0,26,26,26,26,26,26,maya
5767,0,13,6,4,11,11,0,26,26,26,angella
